shopid;orderid;buyerid;itemid;gmv;order_time
2480;1033318;1328;6228758;50.0;05/05/2020
2360;1033320;3683;7361643;75.0;17/06/2020
2046;1033328;1516;9165838;20.0;18/02/2020
2390;1033336;4976;7898327;32.0;02/07/2020
2700;1033345;2237;8538118;44.0;18/11/2020
2382;1033347;1055;2980158;48.0;12/04/2020
2212;1033357;2089;2799476;71.0;10/11/2020
2832;1033362;1119;8046433;25.0;02/02/2020
2276;1033370;4529;9249226;8.0;04/07/2020
2380;1033374;4787;5536374;33.0;25/12/2020
2139;1033380;1753;4104399;67.0;01/04/2020
2525;1033384;4923;7907626;75.0;31/08/2020
2268;1033391;3174;8336773;1.0;14/07/2020
2772;1033397;3948;4783101;53.0;14/08/2020
2370;1033404;4067;5969049;14.0;19/04/2020
2226;1033405;4882;9183952;69.0;27/04/2020
2222;1033414;3275;8141697;50.0;10/05/2020
2009;1033418;4409;4102142;83.0;14/06/2020
2185;1033427;3436;8863436;63.0;16/07/2020
2644;1033432;1921;2887971;42.0;13/01/2020
2015;1033435;4553;6024577;18.0;01/06/2020
2378;1033442;4025;6892564;88.0;12/04/2020
2135;1033443;2817;4861825;7.0;12/09/2020
2400;1033445;3238;1864238;57.0;24/11/2020
2984;1033453;4598;8336250;63.0;04/06/2020
2899;1033458;5000;5072593;21.0;23/10/2020
2515;1033462;2639;8525288;73.0;08/11/2020
2192;1033463;1593;4427702;97.0;27/11/2020
2905;1033471;3669;7452434;66.0;13/11/2020
2253;1033472;4964;2043550;65.0;09/03/2020
2557;1033473;1795;2356290;73.0;21/06/2020
2011;1033481;1663;4850412;10.0;08/07/2020
2169;1033484;1934;8356435;70.0;20/06/2020
2659;1033494;4714;2735881;10.0;08/02/2020
2058;1033501;2313;3204671;55.0;24/06/2020
2066;1033511;4738;5895132;80.0;24/04/2020
2695;1033519;3249;8392539;49.0;20/12/2020
2815;1033528;3961;3519480;95.0;12/03/2020
2992;1033538;4721;4958023;90.0;21/06/2020
2483;1033547;4651;1484733;89.0;22/05/2020
2301;1033553;1229;1448677;13.0;08/06/2020
2787;1033561;3611;7883472;32.0;14/03/2020
2671;1033568;1483;2290023;18.0;05/03/2020
2039;1033576;4258;5083718;53.0;06/01/2020
2840;1033581;1969;1347664;10.0;14/08/2020
2481;1033590;4203;6288324;62.0;27/05/2020
2280;1033600;1261;5853008;41.0;15/08/2020
2429;1033601;2521;7871623;56.0;28/04/2020
2433;1033608;2073;8813199;12.0;21/05/2020
2428;1033618;3889;5777916;85.0;05/04/2020
2962;1033624;3456;4551116;82.0;04/04/2020
2393;1033633;2512;6964912;59.0;04/05/2020
2031;1033634;4749;4600509;75.0;31/01/2020
2266;1033644;2902;4924030;75.0;29/09/2020
2140;1033649;1441;6871174;82.0;07/12/2020
2302;1033652;1033;2428193;62.0;11/08/2020
2827;1033658;4666;5642259;50.0;30/06/2020
2756;1033666;1301;8528716;30.0;29/12/2020
2792;1033675;4708;4017750;68.0;13/11/2020
2985;1033680;3266;3469625;66.0;25/05/2020
2984;1033687;3925;2728885;89.0;23/11/2020
2769;1033691;1190;2663325;12.0;14/07/2020
2772;1033699;4818;1352894;2.0;18/08/2020
2411;1033703;2720;7843693;33.0;05/05/2020
2905;1033712;2643;7809341;20.0;09/12/2020
2899;1033720;3196;3802741;54.0;13/01/2020
2552;1033722;2422;2480096;20.0;30/05/2020
2571;1033731;4925;6199169;21.0;04/10/2020
2755;1033734;1034;3945496;8.0;22/04/2020
2142;1033739;3225;7280707;53.0;29/02/2020
2713;1033740;4009;2044049;79.0;14/04/2020
2179;1033743;4333;5138433;85.0;22/03/2020
2919;1033744;2821;2418177;86.0;28/08/2020
2530;1033747;4960;6562774;23.0;26/12/2020
2242;1033754;3242;7910062;14.0;12/09/2020
2875;1033763;1781;6318831;47.0;17/07/2020
2356;1033767;3062;3205614;7.0;17/06/2020
2169;1033773;4101;3713002;72.0;26/03/2020
2692;1033776;1687;4555267;23.0;27/09/2020
2377;1033778;4573;7481839;1.0;15/01/2020
2717;1033784;2762;7241708;3.0;07/12/2020
2968;1033788;4608;7330502;42.0;15/10/2020
2438;1033791;2776;4793178;59.0;15/07/2020
2888;1033799;2640;7829680;78.0;05/06/2020
2480;1033803;3766;7202194;98.0;20/03/2020
2411;1033805;3019;5957824;61.0;04/10/2020
2659;1033810;4102;7604364;73.0;25/05/2020
2007;1033818;1024;1738766;53.0;01/10/2020
2859;1033828;3814;8111465;66.0;08/02/2020
2322;1033832;1796;7405777;40.0;10/01/2020
2196;1033834;1718;4204260;77.0;08/08/2020
2074;1033835;4636;4957594;80.0;26/04/2020
2349;1033837;3079;7060482;88.0;09/08/2020
2435;1033838;4333;4104551;77.0;14/08/2020
2594;1033847;2409;8818824;7.0;05/12/2020
2696;1033856;3409;8156830;67.0;11/07/2020
2504;1033862;2082;6105900;55.0;23/09/2020
2657;1033870;1667;2909810;5.0;22/03/2020
2899;1033872;1315;2916125;65.0;05/12/2020
2364;1033874;4396;5095128;70.0;01/11/2020
2985;1033878;3772;1441274;36.0;16/04/2020
2287;1033885;1382;5796135;82.0;19/10/2020
2669;1033893;3765;5068451;4.0;01/12/2020
2699;1033898;3080;9284665;69.0;11/11/2020
2623;1033900;3460;6239475;91.0;13/08/2020
2765;1033909;2629;3806423;4.0;17/02/2020
2600;1033915;4351;3103410;59.0;17/03/2020
2230;1033922;2746;4858667;12.0;11/05/2020
2547;1033927;4330;4693947;14.0;02/03/2020
2626;1033934;3257;5420796;6.0;05/06/2020
2598;1033937;2370;2604097;2.0;08/08/2020
2865;1033941;4179;8659414;79.0;18/11/2020
2014;1033943;2734;8396750;68.0;21/06/2020
2427;1033946;4920;4135615;4.0;06/01/2020
2956;1033950;3072;3848964;52.0;07/06/2020
2622;1033958;1064;1765464;93.0;01/07/2020
2653;1033963;1186;1355052;42.0;27/04/2020
2140;1033968;4143;7321363;7.0;13/02/2020
2112;1033977;4322;5747317;85.0;07/02/2020
2615;1033984;4108;3581773;42.0;21/05/2020
2312;1033985;3406;8477442;35.0;23/08/2020
2258;1033993;3272;7636571;19.0;04/09/2020
2666;1033998;1153;8024946;44.0;02/02/2020
2349;1034002;3507;4562613;48.0;14/01/2020
2087;1034008;3700;4265457;12.0;30/07/2020
2919;1034017;2876;5314428;35.0;10/04/2020
2021;1034023;4693;7607096;70.0;07/11/2020
2292;1034032;4763;6306614;36.0;07/04/2020
2484;1034036;2882;2910020;28.0;22/08/2020
2522;1034044;3708;3287120;89.0;31/12/2020
2252;1034047;4109;2386039;97.0;06/04/2020
2438;1034051;3274;3029062;2.0;13/07/2020
2055;1034057;4735;8459963;89.0;10/02/2020
2101;1034066;3806;6506148;62.0;19/09/2020
2064;1034072;1777;6161154;92.0;07/01/2020
2771;1034074;4787;3923921;52.0;14/08/2020
2065;1034084;2896;2722918;74.0;15/06/2020
2998;1034089;4380;6422590;17.0;01/08/2020
2117;1034092;3148;3265821;76.0;05/06/2020
2425;1034094;3120;4481282;59.0;21/07/2020
2246;1034095;4604;1880984;68.0;17/03/2020
2136;1034101;2576;7983701;96.0;25/08/2020
2215;1034106;2531;6864717;66.0;17/06/2020
2906;1034109;3935;3100902;56.0;05/03/2020
2085;1034112;3903;4436376;78.0;21/01/2020
2219;1034115;2378;8356902;19.0;06/11/2020
2387;1034125;2379;6698212;91.0;19/01/2020
2132;1034135;1916;5728377;98.0;26/03/2020
2837;1034144;4947;4313351;77.0;15/10/2020
2975;1034153;3161;2250595;38.0;24/11/2020
2234;1034156;3585;8035812;30.0;10/06/2020
2758;1034161;1693;1425266;25.0;26/12/2020
2932;1034171;3769;7003976;64.0;26/04/2020
2364;1034176;1175;3685745;100.0;11/05/2020
2682;1034184;2857;8901121;41.0;18/08/2020
2540;1034186;3246;1838504;96.0;16/07/2020
2884;1034188;2959;4857130;39.0;19/10/2020
2561;1034191;4155;3000639;24.0;20/07/2020
2673;1034193;1140;8930606;20.0;21/10/2020
2595;1034196;1241;4988367;36.0;24/04/2020
2003;1034202;2469;8858782;25.0;11/10/2020
2096;1034207;4428;8308787;4.0;14/03/2020
2045;1034215;3758;1311227;36.0;04/01/2020
2995;1034224;1077;1578709;61.0;13/04/2020
2303;1034231;3165;5378393;88.0;29/08/2020
2592;1034236;3047;7476480;93.0;09/10/2020
2554;1034245;3764;5958350;48.0;31/07/2020
2550;1034249;2377;3638816;21.0;05/08/2020
2001;1034251;2066;8245603;41.0;13/01/2020
2400;1034261;1949;9231214;43.0;02/04/2020
2493;1034267;3164;9212940;28.0;06/06/2020
2881;1034274;2033;6898267;35.0;21/12/2020
2303;1034275;3786;6267215;59.0;13/07/2020
2048;1034278;1474;3716809;98.0;15/12/2020
2131;1034283;3387;3760057;28.0;07/09/2020
2499;1034289;4872;9018229;14.0;15/06/2020
2632;1034296;1765;9026716;38.0;15/09/2020
2387;1034304;1566;6076332;66.0;17/10/2020
2024;1034314;3340;6976443;58.0;25/06/2020
2797;1034318;3671;6175001;31.0;18/08/2020
2750;1034319;4816;4304431;93.0;03/02/2020
2911;1034325;2390;3890738;12.0;20/10/2020
2843;1034332;4168;2117106;7.0;02/11/2020
2062;1034338;4089;4990551;44.0;10/10/2020
2085;1034344;2694;5934682;64.0;14/10/2020
2414;1034346;1876;5369569;26.0;19/05/2020
2092;1034350;3168;7437405;44.0;28/03/2020
2206;1034355;4078;2362667;93.0;03/12/2020
2391;1034364;2361;3183519;15.0;23/01/2020
2114;1034367;2086;3769109;81.0;07/08/2020
2634;1034373;2490;9255108;78.0;16/05/2020
2293;1034381;3139;2264343;36.0;14/10/2020
2986;1034383;2317;5844632;61.0;02/09/2020
2420;1034389;1293;5270577;45.0;17/06/2020
2136;1034395;4178;3389778;72.0;11/05/2020
2387;1034398;2919;2796919;80.0;19/11/2020
2681;1034405;3966;7945576;18.0;29/04/2020
2013;1034410;2990;5813661;53.0;24/10/2020
2801;1034417;3462;5814586;88.0;29/04/2020
2660;1034418;2565;8341951;59.0;10/04/2020
2806;1034427;4846;7248816;17.0;10/01/2020
2243;1034433;1472;7861536;51.0;21/04/2020
2964;1034438;4019;2758622;65.0;13/11/2020
2454;1034445;2681;4526426;28.0;09/10/2020
2128;1034454;1537;7342815;27.0;18/05/2020
2367;1034462;4407;8324106;44.0;26/09/2020
2571;1034463;2300;1664584;30.0;04/09/2020
2742;1034467;2312;2322295;91.0;25/11/2020
2972;1034476;3334;6603809;24.0;09/06/2020
2744;1034484;4946;2586942;69.0;18/05/2020
2852;1034490;1450;7471865;94.0;14/09/2020
2636;1034493;3763;6771123;58.0;15/01/2020
2568;1034500;3838;3118661;30.0;14/07/2020
2558;1034502;3510;6157440;25.0;24/11/2020
2196;1034503;3804;5740578;2.0;22/08/2020
2159;1034504;3057;3972187;68.0;08/07/2020
2627;1034513;1218;6502679;89.0;16/02/2020
2003;1034519;1669;1749126;19.0;14/04/2020
2331;1034523;3908;2358490;38.0;18/10/2020
2311;1034524;3090;1488312;48.0;13/09/2020
2462;1034526;4638;8973434;26.0;23/02/2020
2540;1034527;4629;2899145;62.0;22/06/2020
2755;1034530;3483;5866120;19.0;28/12/2020
2050;1034531;3342;8134584;77.0;26/01/2020
2420;1034537;2738;6244223;52.0;03/06/2020
2355;1034540;2959;4650453;27.0;25/05/2020
2420;1034547;1816;5885149;54.0;19/09/2020
2070;1034557;1370;3609612;71.0;29/02/2020
2777;1034567;2652;6675493;90.0;01/02/2020
2087;1034573;1582;7843648;50.0;28/05/2020
2315;1034576;4884;7093605;76.0;22/12/2020
2095;1034578;1432;6895614;8.0;12/12/2020
2584;1034582;3682;8282177;74.0;22/10/2020
2590;1034584;3896;5950424;92.0;05/02/2020
2159;1034587;1015;3281592;9.0;07/02/2020
2279;1034593;3505;6810819;99.0;10/06/2020
2774;1034603;4015;3004791;89.0;09/03/2020
2609;1034612;2030;3895568;1.0;24/11/2020
2347;1034613;1727;7258964;41.0;12/06/2020
2657;1034621;2192;3565448;20.0;25/08/2020
2954;1034627;2883;9312189;58.0;23/04/2020
2117;1034634;3066;8856643;32.0;18/10/2020
2750;1034638;1564;4309742;88.0;24/02/2020
2086;1034645;1920;9317346;91.0;01/02/2020
2117;1034647;3901;5202035;26.0;25/02/2020
2998;1034654;2879;4311709;17.0;07/05/2020
2612;1034663;3114;4076006;75.0;09/03/2020
2278;1034666;2510;6973703;76.0;09/12/2020
2122;1034671;1375;8019478;68.0;22/03/2020
2429;1034680;4709;7398682;10.0;06/10/2020
2834;1034681;4213;1887966;20.0;14/05/2020
2733;1034689;1504;7765075;85.0;14/05/2020
2626;1034693;2588;7471875;74.0;06/02/2020
2033;1034695;1559;2996218;65.0;12/03/2020
2485;1034697;4749;1843436;1.0;11/02/2020
2886;1034707;1945;4920368;76.0;12/03/2020
2199;1034712;3221;3577964;1.0;19/01/2020
2300;1034722;1599;6357185;78.0;24/01/2020
2116;1034729;4056;6504824;53.0;19/08/2020
2665;1034734;2006;8953584;13.0;29/02/2020
2656;1034744;1761;7531909;94.0;05/08/2020
2791;1034753;4661;4849171;86.0;23/03/2020
2034;1034757;1732;3675563;37.0;06/09/2020
2533;1034761;1246;3842667;79.0;03/02/2020
2303;1034766;3188;6931286;60.0;31/05/2020
2394;1034771;3428;5100395;29.0;27/10/2020
2272;1034772;2691;8783984;89.0;20/02/2020
2694;1034777;1129;6576867;93.0;02/08/2020
2580;1034780;4202;4810986;85.0;26/02/2020
2225;1034784;1047;6402118;27.0;02/06/2020
2812;1034791;1326;2964721;17.0;17/12/2020
2179;1034801;1834;8371162;16.0;23/04/2020
2455;1034810;1016;3659118;21.0;24/05/2020
2230;1034815;1069;7780832;94.0;16/02/2020
2388;1034817;3085;5170370;64.0;28/06/2020
2262;1034824;4625;7333110;45.0;16/04/2020
2709;1034826;2124;2352726;68.0;31/01/2020
2940;1034832;3010;7554973;64.0;12/12/2020
2434;1034842;2571;5337412;34.0;04/05/2020
2525;1034848;2565;3644218;73.0;31/12/2020
2257;1034856;4243;4801189;76.0;30/05/2020
2350;1034862;4113;6700691;35.0;28/01/2020
2404;1034872;3443;9303101;36.0;13/02/2020
2252;1034880;3904;4980349;34.0;14/09/2020
2038;1034881;1467;1507288;38.0;30/06/2020
2146;1034891;2807;2900617;25.0;13/05/2020
2493;1034892;2228;2559588;27.0;29/04/2020
2793;1034902;2200;5152318;50.0;11/08/2020
2422;1034905;2103;2673007;40.0;29/04/2020
2775;1034911;3297;7369141;32.0;06/01/2020
2119;1034915;2682;6552047;83.0;28/12/2020
2306;1034917;4393;6681696;52.0;30/05/2020
2192;1034922;4225;8034844;54.0;09/03/2020
2484;1034924;2555;2057537;47.0;20/02/2020
2598;1034934;1756;1678888;17.0;18/04/2020
2190;1034935;2002;7572621;15.0;21/08/2020
2338;1034941;2046;5207809;51.0;22/09/2020
2384;1034943;2237;5851385;65.0;11/11/2020
2376;1034946;1679;6604663;67.0;31/08/2020
2645;1034948;4938;4590355;22.0;09/10/2020
2884;1034953;1037;9153997;11.0;17/05/2020
2910;1034962;3073;6632114;19.0;24/01/2020
2892;1034969;2193;8367725;97.0;19/05/2020
2796;1034978;3075;4901734;60.0;15/10/2020
2637;1034985;1322;3889465;74.0;13/08/2020
2661;1034989;4366;4871473;17.0;04/01/2020
2325;1034997;3649;7710963;90.0;02/04/2020
2228;1035005;3780;5854000;8.0;13/12/2020
2017;1035008;3665;5391097;20.0;26/10/2020
2389;1035015;1162;8308505;99.0;02/10/2020
2765;1035021;2590;6757356;97.0;29/08/2020
2039;1035025;3153;3040533;80.0;11/06/2020
2391;1035030;3400;4562299;92.0;26/02/2020
2718;1035038;2999;3029174;56.0;04/11/2020
2348;1035048;4500;3605379;8.0;28/07/2020
2096;1035053;4110;7562125;9.0;18/11/2020
2039;1035059;2881;7291187;66.0;16/02/2020
2656;1035064;4435;3329545;21.0;09/08/2020
2377;1035067;3430;1413243;85.0;07/02/2020
2951;1035070;1608;7015878;22.0;01/12/2020
2549;1035077;3944;5675218;50.0;22/03/2020
2201;1035086;4838;5181390;51.0;17/05/2020
2810;1035090;1066;3656250;2.0;12/03/2020
2745;1035100;1915;3936723;30.0;01/04/2020
2491;1035101;1399;4671151;16.0;01/02/2020
2760;1035108;3796;6634062;37.0;25/08/2020
2476;1035110;2335;4434500;73.0;22/03/2020
2696;1035118;4751;8248889;32.0;13/06/2020
2734;1035123;1085;7759470;18.0;08/08/2020
2934;1035124;3880;8647788;60.0;16/02/2020
2111;1035133;4195;2376149;2.0;26/01/2020
2697;1035143;3751;7815814;58.0;29/12/2020
2925;1035153;4141;2022455;19.0;22/05/2020
2079;1035159;4802;6685555;13.0;26/04/2020
2798;1035161;1754;6254972;52.0;19/02/2020
2790;1035167;3006;2002859;69.0;06/09/2020
2521;1035169;2058;7691287;30.0;05/08/2020
2186;1035170;4449;9179792;4.0;23/05/2020
2198;1035179;4463;6859733;56.0;17/06/2020
2105;1035184;2281;5558003;24.0;18/10/2020
2992;1035185;3488;2391085;29.0;20/10/2020
2617;1035191;4073;5162078;36.0;12/04/2020
2144;1035199;1884;8877016;7.0;21/05/2020
2223;1035201;4449;1563253;23.0;18/07/2020
2383;1035202;3957;8832406;41.0;12/01/2020
2229;1035207;4216;1611748;81.0;20/03/2020
2755;1035211;1525;8324587;96.0;14/12/2020
2394;1035221;2595;8507562;55.0;26/12/2020
2726;1035228;3493;8168690;84.0;19/12/2020
2183;1035238;3032;6742032;23.0;13/02/2020
2839;1035248;1005;6871933;70.0;30/04/2020
2985;1035254;1862;6221878;42.0;29/11/2020
2874;1035264;3567;5793988;57.0;15/08/2020
2767;1035265;2270;7746352;70.0;07/02/2020
2080;1035266;3614;6323689;35.0;12/05/2020
2581;1035271;2127;4959006;4.0;04/07/2020
2639;1035272;3510;2910884;44.0;26/08/2020
2597;1035276;2233;3373898;2.0;18/10/2020
2596;1035281;3382;7666995;45.0;11/03/2020
2186;1035291;1997;8240059;33.0;07/03/2020
2017;1035300;2786;4679712;82.0;27/01/2020
2201;1035305;1079;5165552;49.0;25/11/2020
2917;1035307;1194;1872741;68.0;12/10/2020
2305;1035317;4210;2631314;41.0;05/08/2020
2757;1035319;1441;2776903;43.0;25/12/2020
2381;1035320;4543;9026766;78.0;17/12/2020
2828;1035328;4594;4595394;42.0;04/04/2020
2033;1035337;1212;6975536;1.0;10/10/2020
2814;1035341;2579;5638029;71.0;29/05/2020
2227;1035345;3368;6123877;63.0;06/11/2020
2867;1035352;4824;2364993;87.0;24/01/2020
2206;1035359;4062;4125904;1.0;12/12/2020
2712;1035366;1361;5963003;93.0;17/06/2020
2638;1035376;4728;8284071;98.0;01/03/2020
2013;1035384;2073;3614482;63.0;17/07/2020
2158;1035391;3004;4670222;21.0;23/04/2020
2626;1035396;2066;3194424;100.0;30/04/2020
2362;1035399;4179;6810007;38.0;11/06/2020
2042;1035407;3539;2960824;10.0;20/11/2020
2002;1035408;4429;2276257;97.0;20/03/2020
2747;1035414;3542;3381030;38.0;30/03/2020
2510;1035420;1278;4545672;84.0;12/09/2020
2470;1035423;2984;5194431;89.0;09/07/2020
2282;1035432;4349;4046539;46.0;16/05/2020
2651;1035442;4404;5185585;9.0;08/06/2020
2838;1035450;4161;8178010;83.0;15/04/2020
2584;1035459;1669;8859784;33.0;25/10/2020
2154;1035460;4813;5416684;89.0;26/12/2020
2347;1035469;2054;4630685;51.0;28/05/2020
2391;1035477;1722;6096513;61.0;05/06/2020
2969;1035487;1488;8693531;15.0;07/06/2020
2876;1035495;4710;8170107;15.0;01/10/2020
2722;1035502;2662;2943517;60.0;05/04/2020
2283;1035503;1458;2796018;89.0;06/11/2020
2579;1035510;1994;6339023;87.0;04/06/2020
2489;1035515;2839;4830022;60.0;07/10/2020
2045;1035519;2802;7994522;64.0;27/05/2020
2962;1035522;4026;2199095;70.0;11/09/2020
2470;1035529;3527;7562783;21.0;24/05/2020
2394;1035536;2061;3892511;35.0;26/07/2020
2189;1035544;4615;2326325;67.0;06/07/2020
2070;1035549;2781;2972485;36.0;13/09/2020
2397;1035550;2457;8308046;76.0;04/11/2020
2211;1035559;2115;9030144;56.0;11/06/2020
2740;1035565;1505;3321233;62.0;04/07/2020
2800;1035569;2874;4498460;12.0;18/06/2020
2942;1035570;3461;1953219;21.0;28/11/2020
2972;1035571;1037;7421925;42.0;28/07/2020
2139;1035581;3073;6618719;79.0;29/11/2020
2971;1035588;4672;4800355;58.0;01/11/2020
2673;1035597;2770;2654403;84.0;16/05/2020
2464;1035599;1310;9164140;23.0;13/07/2020
2214;1035600;2135;1865999;45.0;18/04/2020
2637;1035604;4687;3846293;74.0;19/08/2020
2771;1035607;2679;4968654;11.0;14/04/2020
2965;1035609;4679;4235871;14.0;06/01/2020
2620;1035612;1749;9322302;43.0;08/08/2020
2535;1035615;3855;3888496;78.0;06/06/2020
2741;1035616;1283;1676865;33.0;28/04/2020
2964;1035626;3057;2663801;87.0;25/12/2020
2700;1035636;4429;5367813;99.0;21/04/2020
2405;1035640;4973;4189654;62.0;11/02/2020
2616;1035641;2834;2025097;53.0;01/08/2020
2883;1035650;1914;6526585;80.0;17/03/2020
2381;1035659;1882;6603733;7.0;06/12/2020
2924;1035666;3609;7635063;94.0;27/02/2020
2911;1035671;4459;1926903;31.0;04/09/2020
2601;1035674;3486;3616606;57.0;14/01/2020
2468;1035684;1047;2929744;1.0;23/01/2020
2436;1035693;1242;4717741;62.0;25/12/2020
2930;1035702;2382;6345160;81.0;20/03/2020
2634;1035707;2973;2727222;98.0;01/07/2020
2502;1035716;2840;8868401;2.0;02/04/2020
2846;1035720;1113;8956125;18.0;27/05/2020
2625;1035727;4049;6868102;73.0;02/04/2020
2481;1035733;2590;3963714;29.0;15/07/2020
2634;1035737;2233;7286580;63.0;15/05/2020
2530;1035741;3008;7029170;15.0;02/02/2020
2892;1035747;3965;5390120;91.0;22/01/2020
2994;1035755;3186;1365344;27.0;18/11/2020
2810;1035756;2443;7784819;78.0;22/10/2020
2691;1035762;1147;7451381;41.0;17/09/2020
2173;1035766;3773;3104956;41.0;07/02/2020
2906;1035771;2558;3756337;84.0;25/08/2020
2400;1035779;4021;7638631;70.0;23/10/2020
2864;1035780;4352;2807351;70.0;21/06/2020
2725;1035790;4229;7884606;18.0;12/04/2020
2165;1035792;1070;3864763;24.0;23/03/2020
2696;1035796;3724;2769479;100.0;17/09/2020
2491;1035797;1971;2374207;20.0;13/08/2020
2453;1035802;3246;7895298;87.0;19/12/2020
2062;1035806;4812;2370900;97.0;12/10/2020
2112;1035814;1872;4949894;21.0;19/12/2020
2433;1035820;2301;4923253;29.0;18/08/2020
2988;1035829;4953;8852763;96.0;29/02/2020
2918;1035830;4533;4568110;43.0;15/02/2020
2560;1035839;1005;5685803;41.0;30/05/2020
2269;1035840;2320;7922708;10.0;15/07/2020
2151;1035844;1671;2112610;65.0;06/10/2020
2252;1035851;3586;2231877;87.0;12/05/2020
2587;1035855;3273;5050201;99.0;21/01/2020
2696;1035861;4234;8213511;64.0;29/02/2020
2477;1035863;3145;6746114;72.0;15/12/2020
2082;1035864;3003;8049796;85.0;09/02/2020
2500;1035868;4688;8106775;52.0;16/02/2020
2976;1035873;2298;9132093;88.0;03/07/2020
2878;1035881;4577;1842341;2.0;23/09/2020
2378;1035891;4137;1836003;55.0;17/06/2020
2618;1035893;4060;3486653;36.0;23/12/2020
2103;1035899;1784;5873539;26.0;05/10/2020
2666;1035909;1664;7458546;5.0;23/11/2020
2397;1035918;2465;2990749;85.0;08/09/2020
2505;1035924;3098;2683102;49.0;21/12/2020
2066;1035931;2164;2673628;45.0;10/02/2020
2342;1035940;1495;1765289;24.0;13/02/2020
2387;1035950;1745;3377562;92.0;02/12/2020
2431;1035959;4094;1355348;96.0;12/08/2020
2147;1035969;2753;4898951;8.0;02/07/2020
2820;1035978;4182;6724845;44.0;12/11/2020
2494;1035980;3509;8284175;46.0;27/12/2020
2182;1035983;3254;5078568;46.0;05/08/2020
2631;1035987;2077;1760694;96.0;28/11/2020
2087;1035990;2276;8539713;75.0;09/01/2020
2158;1035992;3778;6520604;85.0;04/02/2020
2289;1035993;1278;3401266;61.0;26/05/2020
2336;1035995;2356;2938774;76.0;24/08/2020
2916;1035997;1199;7925493;25.0;06/03/2020
2994;1036003;4748;3321932;64.0;17/01/2020
2916;1036007;4416;9175640;59.0;16/05/2020
2476;1036017;4705;8457465;93.0;02/07/2020
