shopid;buyerid;register_date;country
2260;3665;25/10/2021;MY
2465;1162;27/07/2021;ID
2791;2590;31/10/2020;SG
2538;3153;01/09/2021;MY
2217;3400;22/05/2020;MY
2174;2999;01/05/2020;SG
2659;4500;30/11/2019;SZ
2934;4110;18/01/2019;PH
2033;2881;02/05/2020;SG
2245;4435;07/08/2021;PH
2084;3430;10/06/2018;MY
2679;1608;12/04/2019;ID
2408;3944;24/04/2019;MY
2689;4838;04/04/2019;SZ
2377;1066;13/09/2021;ID
2719;1915;28/04/2018;ID
2708;1399;18/08/2019;ID
2335;3796;25/11/2018;MY
2485;2335;31/01/2020;SG
2857;4751;04/11/2018;SZ
2391;1085;03/12/2020;ID
2951;3880;03/09/2020;MY
2499;4195;02/04/2021;PH
2703;3751;12/11/2019;MY
2640;4141;03/02/2019;PH
2479;4802;06/07/2019;SZ
2840;1754;17/07/2018;ID
2899;3006;21/11/2020;MY
2377;2058;10/01/2021;SG
2871;4449;20/08/2020;PH
2248;4463;07/10/2019;PH
2364;2281;07/12/2020;SG
2729;3488;23/05/2019;MY
2177;4073;07/12/2019;PH
2427;1884;11/11/2020;ID
2865;4449;06/08/2018;PH
2379;3957;18/09/2021;MY
2418;4216;20/02/2019;PH
2158;1525;17/02/2018;ID
2660;2595;28/11/2021;SG
2076;3493;14/03/2019;MY
2049;3032;31/03/2019;MY
2816;1005;03/02/2020;ID
2838;1862;12/06/2020;ID
2219;3567;25/05/2021;MY
2195;2270;08/05/2019;SG
2642;3614;13/03/2020;MY
2961;2127;21/03/2021;SG
2130;3510;30/06/2020;MY
2771;2233;13/01/2020;SG
2019;3382;15/07/2018;MY
2266;1997;04/10/2020;ID
2586;2786;25/11/2021;SG
2323;1079;25/04/2018;ID
2702;1194;09/09/2018;ID
2835;4210;28/08/2020;PH
2998;1441;03/05/2018;ID
2563;4543;27/11/2019;SZ
2617;4594;26/11/2019;SZ
2043;1212;24/09/2018;ID
2104;2579;19/06/2019;SG
2857;3368;05/11/2019;MY
2782;4824;03/02/2021;SZ
2056;4062;25/10/2019;PH
2667;1361;24/02/2018;ID
2396;4728;26/06/2019;SZ
2508;2073;06/03/2021;SG
2474;3004;26/11/2018;MY
2090;2066;16/03/2019;SG
2047;4179;06/07/2021;PH
2171;3539;13/04/2018;MY
2448;4429;25/12/2021;PH
2803;3542;01/02/2018;MY
2025;1278;12/07/2020;ID
2158;2984;06/10/2018;SG
2772;4349;28/04/2018;PH
2662;4404;27/01/2019;PH
2418;4161;09/01/2021;PH
2148;1669;19/09/2018;ID
2011;4813;24/04/2020;SZ
2647;2054;21/01/2021;SG
2849;1722;30/05/2019;ID
2742;1488;03/06/2020;ID
2346;4710;04/06/2021;SZ
2548;2662;20/02/2021;SG
2541;1458;27/03/2020;ID
2348;1994;20/04/2020;ID
2485;2839;07/07/2019;SG
2402;2802;05/10/2019;SG
2535;4026;06/11/2018;PH
2975;3527;09/04/2021;MY
2835;2061;08/06/2019;SG
2098;4615;04/09/2018;SZ
2439;2781;06/04/2021;SG
2782;2457;06/04/2021;SG
2726;2115;17/11/2020;SG
2658;1505;19/01/2021;ID
2583;2874;10/03/2020;SG
2405;3461;27/04/2021;MY
2077;1037;02/03/2021;ID
2829;3073;17/07/2021;MY
2514;4672;25/03/2021;SZ
2121;2770;10/08/2019;SG
2920;1310;24/07/2018;ID
2599;2135;29/06/2018;SG
2615;4687;19/01/2020;SZ
2904;2679;08/06/2021;SG
2508;4679;28/10/2021;SZ
2477;1749;24/07/2020;ID
2223;3855;07/05/2019;MY
2393;1283;31/08/2019;ID
2485;3057;29/04/2019;MY
2557;4429;10/01/2019;PH
2406;4973;11/12/2018;SZ
2397;2834;28/12/2021;SG
2485;1914;22/03/2020;ID
2786;1882;13/12/2018;ID
2582;3609;17/11/2021;MY
2592;4459;01/03/2018;PH
2239;3486;09/12/2021;MY
2141;1047;16/07/2020;ID
2141;1242;17/02/2020;ID
2121;2382;17/11/2018;SG
2827;2973;08/07/2018;SG
2383;2840;18/07/2018;SG
2180;1113;02/03/2020;ID
2565;4049;09/06/2019;PH
2279;2590;22/11/2019;SG
2959;2233;01/10/2021;SG
2773;3008;26/08/2020;MY
2380;3965;13/05/2020;MY
2821;3186;02/01/2019;MY
2607;2443;31/03/2020;SG
2880;1147;24/05/2018;ID
2505;3773;06/05/2019;MY
2074;2558;08/05/2020;SG
2012;4021;26/11/2020;PH
2091;4352;18/06/2018;PH
2518;4229;13/05/2018;PH
2633;1070;30/08/2019;ID
2194;3724;23/03/2018;MY
2166;1971;16/11/2021;ID
2877;3246;20/07/2021;MY
2425;4812;08/02/2020;SZ
2336;1872;02/03/2020;ID
2261;2301;25/09/2021;SG
2312;4953;04/09/2019;SZ
2122;4533;11/11/2018;SZ
2129;1005;30/01/2019;ID
2733;2320;24/07/2021;SG
2373;1671;05/07/2018;ID
2624;3586;03/02/2019;MY
2738;3273;17/06/2018;MY
2881;4234;10/02/2019;PH
2411;3145;05/07/2019;MY
2002;3003;21/09/2018;MY
2042;4688;19/03/2019;SZ
2837;2298;17/08/2021;SG
2014;4577;06/06/2018;SZ
2256;4137;18/06/2019;PH
2634;4060;24/01/2021;PH
2763;1784;10/06/2020;ID
2783;1664;02/04/2019;ID
2323;2465;23/01/2019;SG
2994;3098;11/04/2020;MY
2994;2164;20/07/2021;SG
2784;1495;07/02/2018;ID
2040;1745;29/11/2021;ID
2476;4094;20/05/2020;PH
2115;2753;25/09/2019;SG
2427;4182;13/06/2019;PH
2867;3509;03/11/2018;MY
2865;3254;01/06/2018;MY
2487;2077;14/08/2018;SG
2751;2276;20/08/2018;SG
2297;3778;19/10/2018;MY
2915;1278;23/01/2019;ID
2293;2356;14/02/2019;SG
2846;1199;25/10/2020;ID
2835;4748;23/08/2021;SZ
2417;4416;22/03/2019;PH
2770;4705;23/10/2021;SZ
2440;4606;11/09/2021;SZ
2726;3039;06/06/2021;MY
2087;1431;11/03/2020;ID
2003;1358;14/05/2019;ID
2063;1381;23/07/2020;ID
2954;4259;26/12/2021;PH
2405;4036;08/04/2020;PH
2217;2443;04/10/2019;SG
2937;3886;12/10/2018;MY
2567;4714;14/06/2021;SZ
2441;1995;30/03/2019;ID
2885;2552;01/01/2021;SG
2905;4930;30/04/2019;SZ
2797;4596;02/02/2018;SZ
2484;1087;17/07/2020;ID
2281;1124;26/06/2020;ID
2434;4092;14/01/2019;PH
2718;1958;10/08/2018;ID
2221;4551;23/01/2019;SZ
2140;2411;23/09/2018;SG
2469;1181;08/03/2018;ID
2678;1469;13/11/2019;ID
2222;2579;22/09/2019;SG
2478;4754;17/04/2018;SZ
2016;4929;28/06/2019;SZ
2353;2499;17/04/2018;SG
2395;1883;21/05/2018;ID
2214;3434;13/10/2018;MY
2222;1692;02/11/2019;ID
2203;3203;02/09/2020;MY
2424;3367;07/02/2018;MY
2539;3446;04/03/2021;MY
2960;4176;28/09/2018;PH
2288;3451;23/12/2019;MY
2223;4789;12/09/2021;SZ
2048;4699;21/06/2020;SZ
2643;1962;26/08/2019;ID
2710;3951;31/01/2018;MY
2438;4584;14/02/2021;SZ
2059;2673;31/07/2021;SG
2360;3497;17/04/2018;MY
2221;1354;05/10/2018;ID
2184;2953;25/12/2020;SG
2154;2088;28/12/2019;SG
2199;1727;21/03/2019;ID
2950;3393;01/04/2018;MY
2345;2772;27/11/2018;SG
2710;3638;09/01/2020;MY
2946;4341;04/03/2019;PH
2085;4330;07/10/2018;PH
2897;1273;20/03/2019;ID
2899;4366;12/09/2019;PH
2089;1809;24/01/2020;ID
2315;4194;12/09/2018;PH
2996;4672;19/08/2020;SZ
2493;1112;21/06/2018;ID
2350;1873;02/03/2020;ID
2810;3838;15/12/2019;MY
2137;3406;24/02/2018;MY
2385;1577;06/11/2019;ID
2641;2376;17/06/2021;SG
2619;2760;22/03/2019;SG
2111;4785;07/10/2021;SZ
2855;2203;06/03/2020;SG
2519;3008;21/07/2018;MY
2321;1804;01/07/2019;ID
2362;1980;01/02/2018;ID
2791;2621;14/04/2018;SG
2996;4067;13/01/2019;PH
2392;2195;02/05/2019;SG
2749;4452;10/08/2018;PH
2462;1017;26/02/2020;ID
2658;3003;01/11/2018;MY
2068;3308;13/02/2019;MY
2752;3931;21/06/2019;MY
2544;3043;22/12/2019;MY
2579;2432;31/07/2021;SG
2270;2659;30/09/2020;SG
2954;2963;06/07/2021;SG
2974;3873;21/02/2021;MY
2327;4921;20/06/2020;SZ
2944;4624;10/10/2021;SZ
2472;2344;22/07/2019;SG
2178;4494;23/06/2020;PH
2159;2483;30/10/2019;SG
2818;2933;23/09/2021;SG
2961;3421;08/10/2020;MY
2919;4324;20/06/2019;PH
2636;1833;25/04/2021;ID
2640;1098;01/08/2021;ID
2559;1740;19/04/2020;ID
2568;1415;28/12/2018;ID
2879;1772;06/08/2019;ID
2574;4743;21/09/2018;SZ
2693;2786;03/10/2020;SG
2466;4003;21/10/2020;PH
2216;4770;23/04/2018;SZ
2902;4086;02/01/2019;PH
2840;4239;16/09/2019;PH
2629;3715;06/05/2020;MY
2077;3051;05/06/2019;MY
2835;2940;26/03/2020;SG
2552;2750;13/09/2019;SG
2983;2114;26/10/2020;SG
2339;3817;20/10/2021;MY
2420;1389;29/06/2021;ID
2192;4014;25/04/2019;PH
2973;4197;27/05/2019;PH
2908;4416;12/07/2018;PH
2622;2157;20/02/2018;SG
2854;4810;01/05/2019;SZ
2582;3987;22/05/2019;MY
2471;3433;14/11/2019;MY
2141;1205;27/05/2018;ID
2895;4911;16/02/2019;SZ
2962;3123;02/03/2020;MY
2803;2178;20/10/2018;SG
2237;2865;05/03/2021;SG
2710;2745;05/08/2019;SG
2826;3191;27/11/2019;MY
2963;1513;05/08/2019;ID
2116;4427;29/06/2020;PH
2285;1226;25/10/2019;ID
2259;3603;01/12/2021;MY
2562;2572;23/03/2019;SG
2350;4825;03/09/2020;SZ
2053;4413;10/12/2020;PH
2645;2952;31/12/2021;SG
2145;3509;29/07/2020;MY
2776;3823;22/01/2021;MY
2026;2479;15/11/2020;SG
2997;3051;09/08/2020;MY
2481;4900;04/02/2019;SZ
2241;2270;16/03/2021;SG
2668;2165;31/10/2021;SG
2203;4127;07/07/2018;PH
2159;1686;27/04/2020;ID
2038;1426;23/12/2021;ID
2077;3630;05/10/2018;MY
2459;1865;11/05/2018;ID
2722;4524;08/07/2019;SZ
2660;1082;16/12/2018;ID
2527;3506;17/05/2020;MY
2197;1652;04/07/2018;ID
2639;4491;29/03/2020;PH
2265;3088;04/01/2021;MY
2622;2193;05/08/2018;SG
2703;3535;02/04/2019;MY
2669;3293;15/11/2019;MY
2881;2880;12/09/2019;SG
2123;4264;27/01/2020;PH
2343;4919;18/03/2018;SZ
2006;1296;15/08/2021;ID
2082;1330;31/01/2019;ID
2129;3972;02/12/2018;MY
2612;3833;12/07/2021;MY
2949;4587;01/12/2019;SZ
2576;2746;07/04/2018;SG
2548;1452;26/03/2019;ID
2812;1802;21/12/2018;ID
2780;2568;05/12/2019;SG
2630;1629;11/02/2019;ID
2369;3762;30/05/2020;MY
2413;3867;20/08/2020;MY
2426;4655;29/01/2018;SZ
2086;2536;12/07/2019;SG
2252;3510;15/09/2021;MY
2356;1698;10/10/2018;ID
2999;2532;04/09/2018;SG
2347;3886;08/02/2019;MY
2450;1965;18/04/2021;ID
2057;4832;24/04/2019;SZ
2980;1339;19/09/2021;ID
2576;2344;04/07/2018;SG
2316;3279;27/05/2019;MY
2160;1021;16/02/2019;ID
2809;2081;05/05/2021;SG
2145;3153;21/11/2021;MY
2707;3777;18/09/2021;MY
2529;2452;24/02/2019;SG
2927;4998;26/02/2018;SZ
2852;2255;26/06/2021;SG
2101;4334;14/07/2019;PH
2440;2689;23/06/2021;SG
2673;2051;26/08/2021;SG
2358;2295;18/05/2019;SG
2151;2334;02/06/2018;SG
2637;4683;17/03/2021;SZ
2521;1479;21/09/2019;ID
2814;4738;22/03/2019;SZ
2244;3264;28/06/2018;MY
2972;1922;21/11/2019;ID
2379;2348;22/06/2019;SG
2044;1663;17/09/2018;ID
2718;3877;22/06/2020;MY
2528;2736;27/12/2020;SG
2300;3093;04/10/2019;MY
2135;1324;02/02/2018;ID
2386;1708;05/09/2021;ID
2032;1966;17/05/2020;ID
2909;1761;19/06/2021;ID
2249;1287;13/09/2019;ID
2660;2761;09/06/2019;SG
2641;2033;15/04/2020;SG
2281;3038;25/03/2021;MY
2238;2144;20/10/2020;SG
2631;4750;19/11/2020;SZ
2758;4901;20/12/2021;SZ
2197;2224;06/06/2019;SG
2227;3809;13/12/2020;MY
2417;4509;24/01/2018;SZ
2299;4469;04/07/2020;PH
2519;3425;19/10/2019;MY
2605;3496;23/09/2020;MY
2617;2895;30/03/2020;SG
2652;4219;19/06/2020;PH
2820;4042;13/10/2021;PH
2058;1260;19/08/2020;ID
2687;2069;25/11/2019;SG
2782;2384;19/08/2019;SG
2478;1003;03/03/2020;ID
2614;4209;27/11/2021;PH
2691;3490;13/03/2020;MY
2050;3993;05/05/2018;MY
2231;4310;06/11/2018;PH
2064;2893;07/02/2020;SG
2065;3160;15/08/2020;MY
2164;2664;31/08/2020;SG
2826;3686;10/08/2021;MY
2307;1222;14/06/2019;ID
2591;4466;03/01/2021;PH
2898;2248;02/05/2020;SG
2487;2907;04/03/2018;SG
2782;4629;12/02/2021;SZ
2844;2434;30/11/2019;SG
2861;2547;09/08/2020;SG
2885;4851;21/04/2021;SZ
2689;3065;03/09/2020;MY
2593;4252;20/07/2018;PH
2585;1842;08/07/2019;ID
2533;3499;19/05/2020;MY
2520;2257;26/03/2018;SG
2939;4794;18/03/2019;SZ
2080;3536;25/11/2018;MY
2851;4405;25/08/2019;PH
2997;1731;23/02/2019;ID
2880;1394;06/10/2020;ID
2437;4379;03/05/2018;PH
2411;2668;13/05/2018;SG
2707;4367;11/02/2021;PH
2594;3877;29/01/2020;MY
2425;2259;14/01/2021;SG
2274;3579;25/08/2019;MY
2368;3958;01/08/2019;MY
2473;3767;31/05/2018;MY
2420;2864;10/05/2019;SG
2286;1110;19/10/2019;ID
2351;3201;23/06/2018;MY
2933;4776;08/07/2021;SZ
2710;4401;13/01/2020;PH
2012;3419;17/11/2020;MY
2486;2326;16/04/2018;SG
2979;3716;22/05/2021;MY
2473;1999;16/11/2020;ID
2744;4274;28/11/2020;PH
2957;3175;03/08/2020;MY
2444;4193;19/08/2018;PH
2672;3708;06/11/2019;MY
2153;2193;30/03/2020;SG
2459;3407;15/03/2018;MY
2937;2055;26/05/2020;SG
2536;3122;20/10/2020;MY
2843;1197;27/12/2019;ID
2389;2211;01/03/2021;SG
2958;3440;08/10/2019;MY
2322;2703;25/03/2019;SG
2838;1274;30/05/2020;ID
2215;3273;10/08/2018;MY
2891;4973;19/11/2021;SZ
2540;3876;21/07/2021;MY
2261;2426;23/03/2019;SG
2065;2523;18/09/2019;SG
2368;2670;18/01/2021;SG
2344;2847;29/08/2021;SG
2266;1544;12/04/2019;ID
2824;4993;06/11/2021;SZ
2955;1735;20/04/2020;ID
2093;3821;13/03/2018;MY
2550;2651;21/11/2019;SG
2421;3355;11/09/2021;MY
2875;1090;20/05/2018;ID
2856;1995;02/06/2019;ID
2195;4454;08/08/2020;PH
2916;3913;09/04/2019;MY
2687;2743;17/11/2021;SG
2554;2695;20/05/2021;SG
2801;4982;06/10/2018;SZ
2188;3446;29/07/2020;MY
2642;3906;01/08/2021;MY
2401;3609;28/12/2018;MY
2808;3396;02/11/2020;MY
2289;4710;23/12/2018;SZ
2124;3477;26/07/2020;MY
2760;2333;04/11/2019;SG
2514;3581;13/05/2019;MY
2243;2935;16/08/2020;SG
2832;2294;01/01/2021;SG
2157;4032;07/04/2021;PH
2972;4185;26/09/2018;PH
2537;1926;17/10/2021;ID
2202;4090;11/10/2019;PH
2278;1426;17/05/2020;ID
2597;3448;26/11/2018;MY
2242;2238;14/05/2019;SG
2993;4569;12/05/2021;SZ
2507;1777;22/03/2021;ID
2801;3366;26/11/2018;MY
2295;4895;18/02/2020;SZ
2415;2286;17/07/2021;SG
2712;2471;17/12/2020;SG
2504;4250;12/02/2019;PH
2877;3308;11/01/2019;MY
2844;2536;06/11/2018;SG
2873;1409;02/05/2021;ID
2929;1149;01/08/2019;ID
2788;1645;08/04/2020;ID
2745;4920;31/10/2019;SZ
2421;3698;07/05/2020;MY
2121;3644;20/12/2021;MY
2085;1821;14/04/2021;ID
2958;3334;20/09/2018;MY
2337;2770;07/05/2021;SG
2740;4468;24/04/2019;PH
2384;4960;02/02/2018;SZ
2614;4555;19/03/2018;SZ
2435;1051;04/06/2021;ID
2942;3322;24/07/2020;MY
2401;3601;24/03/2020;MY
2593;2534;25/09/2021;SG
2117;2665;29/08/2019;SG
2708;4686;09/06/2020;SZ
2167;2249;03/04/2021;SG
2917;4948;02/12/2020;SZ
2046;3715;12/11/2020;MY
2957;1387;03/10/2018;ID
2028;2285;12/09/2021;SG
2147;2274;03/10/2018;SG
2789;2067;12/03/2019;SG
2161;2899;06/11/2019;SG
2102;2101;02/08/2020;SG
2594;3502;30/10/2018;MY
2427;4707;22/10/2018;SZ
2950;4375;26/01/2019;PH
2643;4136;23/07/2021;PH
2261;4529;02/06/2019;SZ
2627;2692;30/09/2018;SG
2399;3720;15/03/2021;MY
2265;1641;19/06/2021;ID
2643;2826;02/02/2018;SG
2102;1536;30/08/2019;ID
2678;4286;01/11/2020;PH
2700;2953;18/08/2021;SG
2398;4513;08/01/2021;SZ
2499;2670;09/07/2020;SG
2682;1674;03/12/2018;ID
2723;3064;01/12/2021;MY
2871;4764;03/10/2021;SZ
2049;3333;19/02/2020;MY
2505;3806;26/01/2018;MY
2325;3216;08/06/2018;MY
2262;2770;01/12/2019;SG
2580;1177;10/08/2018;ID
2064;4393;16/12/2019;PH
2847;3654;24/11/2019;MY
2528;2227;07/10/2018;SG
2592;3369;31/08/2020;MY
2732;1457;26/06/2019;ID
2957;2903;18/03/2021;SG
2339;2442;14/02/2021;SG
2449;2877;30/01/2021;SG
2097;3816;02/09/2020;MY
2905;2851;01/02/2019;SG
2044;1834;12/12/2021;ID
2491;4636;27/03/2019;SZ
2465;1429;12/03/2019;ID
2232;3629;10/02/2019;MY
2628;3516;26/04/2021;MY
2117;4384;03/11/2020;PH
2974;1485;12/02/2018;ID
2254;1796;23/01/2018;ID
2806;1849;26/01/2018;ID
2889;3275;30/10/2019;MY
2954;4965;15/12/2020;SZ
2429;2895;04/03/2018;SG
2412;3978;26/05/2018;MY
2599;1605;06/04/2019;ID
2838;4957;19/10/2018;SZ
2803;4629;29/03/2019;SZ
2106;3529;14/07/2018;MY
2187;4400;12/01/2020;PH
2718;2576;18/03/2021;SG
2548;4839;12/07/2020;SZ
2404;3288;27/08/2021;MY
2296;4694;12/12/2020;SZ
2621;4805;01/02/2021;SZ
2506;4343;11/01/2020;PH
2955;2349;19/01/2019;SG
2381;4769;23/12/2020;SZ
2649;1037;10/10/2019;ID
2847;3572;01/08/2020;MY
2785;2407;27/04/2018;SG
2624;3240;23/12/2020;MY
2977;3899;12/05/2018;MY
2441;3998;06/11/2018;MY
2951;3091;26/12/2018;MY
2572;4897;20/12/2019;SZ
2221;4434;13/05/2018;PH
2225;3134;01/05/2020;MY
2825;4716;07/09/2018;SZ
2041;3709;20/06/2019;MY
2626;3610;09/06/2019;MY
2759;2509;16/05/2019;SG
2488;4004;28/11/2018;PH
2606;2558;30/08/2021;SG
2635;2705;22/02/2019;SG
2814;1396;03/11/2018;ID
2046;1633;16/12/2019;ID
2500;1273;15/10/2018;ID
2170;1333;17/11/2021;ID
2447;1655;12/09/2018;ID
2850;4515;12/08/2019;SZ
2565;2180;17/09/2020;SG
2099;2093;20/09/2019;SG
2689;1121;08/05/2019;ID
2441;2614;29/11/2019;SG
2049;2064;28/12/2018;SG
2862;3193;19/12/2021;MY
2345;4703;31/05/2019;SZ
2962;3902;25/09/2020;MY
2862;3760;07/05/2021;MY
2129;2038;27/10/2019;SG
2248;1902;29/04/2019;ID
2556;4821;21/04/2020;SZ
2150;3751;20/09/2020;MY
2442;1227;29/01/2018;ID
2029;2032;01/12/2020;SG
2141;3726;12/02/2021;MY
2055;3149;26/03/2020;MY
2124;3667;24/01/2018;MY
2936;3739;24/08/2019;MY
2328;4495;14/06/2021;PH
2549;1882;09/01/2018;ID
2781;4047;23/08/2018;PH
2164;4927;16/02/2018;SZ
2281;2213;07/04/2020;SG
2214;3528;04/06/2018;MY
2082;2891;17/07/2018;SG
2003;4392;31/01/2018;PH
2084;1163;11/06/2019;ID
2544;4940;24/04/2021;SZ
2203;2852;21/03/2019;SG
2597;1423;08/04/2020;ID
2573;3784;09/11/2021;MY
2938;3208;23/06/2021;MY
2735;4515;15/12/2020;SZ
2173;2591;12/12/2021;SG
2934;2009;11/11/2020;SG
2689;2491;16/10/2021;SG
2092;3871;05/07/2020;MY
2536;3069;25/05/2020;MY
2755;4875;06/08/2021;SZ
2319;4962;18/10/2020;SZ
2343;2949;23/07/2021;SG
2886;4584;14/09/2021;SZ
2631;4789;04/03/2018;SZ
2866;3294;26/11/2021;MY
2221;4836;04/03/2020;SZ
2899;1018;03/06/2021;ID
2535;4393;14/08/2021;PH
2913;4293;11/02/2019;PH
2527;2726;16/11/2018;SG
2224;2136;03/03/2021;SG
2116;2791;23/04/2018;SG
2153;1842;15/03/2019;ID
2998;2900;03/09/2019;SG
2499;3969;24/03/2021;MY
2700;2231;18/05/2018;SG
2117;2554;13/02/2019;SG
2430;4622;28/05/2019;SZ
2852;3738;14/09/2021;MY
2233;2992;18/09/2020;SG
2393;3490;22/01/2021;MY
2311;2969;14/02/2021;SG
2568;2611;28/03/2018;SG
2678;4402;31/08/2019;PH
2765;2035;03/03/2019;SG
2526;3383;04/10/2021;MY
2594;4001;27/08/2019;PH
2625;4051;22/06/2018;PH
2974;2404;12/07/2018;SG
2209;2598;04/07/2019;SG
2247;3932;07/04/2018;MY
2350;1967;06/09/2020;ID
2228;3389;06/04/2018;MY
2732;4591;19/09/2021;SZ
2096;3592;15/02/2018;MY
2975;1639;26/06/2021;ID
2412;1296;09/08/2019;ID
2885;2157;17/10/2021;SG
2624;1677;05/03/2020;ID
2899;2034;01/11/2019;SG
2446;3946;29/03/2021;MY
2445;3339;16/11/2021;MY
2629;1167;04/01/2021;ID
2870;2721;31/12/2018;SG
2538;2921;02/06/2019;SG
2245;1025;11/01/2018;ID
2190;4038;01/12/2020;PH
2724;1256;01/05/2021;ID
2984;1030;13/03/2020;ID
2487;2063;27/11/2018;SG
2898;2334;02/02/2018;SG
2122;2792;15/09/2021;SG
2860;1701;04/08/2018;ID
2737;4467;11/11/2018;PH
2817;4534;23/09/2020;SZ
2764;3949;14/07/2021;MY
2100;1441;01/04/2019;ID
2148;4848;25/03/2019;SZ
2709;1810;10/02/2018;ID
2135;3726;16/07/2018;MY
2153;1392;05/03/2020;ID
2884;2875;05/07/2018;SG
2452;3953;21/06/2018;MY
2096;4446;14/11/2020;PH
2384;4441;03/07/2019;PH
2424;3713;26/09/2021;MY
2450;4978;11/06/2021;SZ
2004;4703;10/01/2020;SZ
2307;4755;14/10/2020;SZ
2610;2785;07/10/2020;SG
2584;2038;23/07/2019;SG
2847;2413;16/11/2021;SG
2816;1049;04/02/2018;ID
2348;1989;12/09/2018;ID
2339;2972;04/09/2019;SG
2425;4734;24/10/2018;SZ
2256;3149;04/10/2018;MY
2544;1253;26/09/2018;ID
2670;4153;24/06/2020;PH
2476;1546;03/01/2021;ID
2286;2590;27/12/2021;SG
2906;1603;17/03/2021;ID
2086;4916;23/11/2018;SZ
2861;2506;11/10/2021;SG
2036;2138;19/03/2018;SG
2663;3741;04/11/2018;MY
2317;4470;02/05/2019;PH
2448;4814;20/07/2021;SZ
2151;4420;27/12/2021;PH
2215;4310;23/04/2021;PH
2820;1412;06/08/2021;ID
2365;1602;01/12/2018;ID
2871;1892;26/09/2018;ID
2756;3600;22/01/2021;MY
2455;1800;22/12/2021;ID
2645;4148;04/06/2020;PH
2302;1735;10/05/2018;ID
2479;4117;28/11/2018;PH
2675;3122;12/07/2019;MY
2826;1425;20/10/2020;ID
2031;2775;12/07/2021;SG
2690;3198;30/09/2020;MY
2624;2548;23/01/2021;SG
2179;4889;24/11/2019;SZ
2556;3163;03/11/2021;MY
2778;2714;03/03/2021;SG
2793;1169;01/12/2019;ID
2416;4982;09/04/2018;SZ
2629;1731;08/10/2018;ID
2065;1626;07/07/2019;ID
2069;3089;24/07/2020;MY
2280;2411;07/11/2021;SG
2092;3889;23/05/2020;MY
2341;4957;13/03/2019;SZ
2721;1300;22/10/2021;ID
2141;1135;14/02/2018;ID
2363;3554;12/12/2018;MY
2496;4657;12/10/2019;SZ
2535;4401;18/11/2021;PH
2568;2627;04/04/2019;SG
2317;1588;21/01/2020;ID
2175;4777;27/04/2019;SZ
2868;4813;29/08/2018;SZ
2880;2440;17/05/2018;SG
2623;3058;07/04/2020;MY
2976;1965;16/03/2018;ID
2075;1031;10/02/2021;ID
2740;2975;23/06/2020;SG
2116;2886;12/02/2018;SG
2894;1428;08/09/2021;ID
2566;2079;28/07/2019;SG
2197;4805;20/06/2019;SZ
2392;2627;26/01/2019;SG
2138;2711;11/10/2018;SG
2683;4867;10/04/2019;SZ
2830;3771;20/05/2018;MY
2632;2741;24/06/2018;SG
2503;3503;26/06/2019;MY
2147;4712;19/06/2019;SZ
2182;3121;16/10/2018;MY
2004;1404;17/04/2018;ID
2303;4490;11/01/2019;PH
2233;3471;28/04/2021;MY
2009;1645;20/07/2018;ID
2560;4112;28/06/2021;PH
2871;3474;04/11/2020;MY
2985;1402;17/01/2019;ID
2586;2977;12/02/2021;SG
2342;3521;16/08/2020;MY
2970;4408;03/06/2020;PH
2054;2345;30/06/2020;SG
2934;1013;25/04/2020;ID
2304;4733;14/08/2019;SZ
2394;3342;10/11/2020;MY
2560;4954;09/08/2019;SZ
2988;4411;10/11/2021;PH
2701;1482;07/10/2020;ID
2321;1249;26/10/2018;ID
2736;3842;29/12/2019;MY
2509;4949;08/01/2019;SZ
2558;1018;07/12/2018;ID
2805;2991;23/05/2021;SG
2381;3565;04/09/2018;MY
2278;1213;26/08/2020;ID
2089;3148;25/05/2018;MY
2412;4806;30/11/2020;SZ
2932;3598;16/09/2020;MY
2843;1866;28/10/2020;ID
2272;3360;21/09/2018;MY
2710;3207;09/02/2018;MY
2431;2199;04/10/2018;SG
2319;3461;12/10/2018;MY
2482;1496;17/03/2018;ID
2883;2027;02/06/2019;SG
2525;4085;17/08/2018;PH
2303;1776;30/12/2021;ID
2376;4338;31/05/2020;PH
2921;2137;30/07/2019;SG
2076;4901;01/12/2018;SZ
2548;2460;01/07/2021;SG
2817;1190;09/04/2021;ID
2737;1783;21/03/2020;ID
2505;2609;04/04/2020;SG
2380;1893;27/01/2019;ID
2359;1413;11/07/2019;ID
2154;3704;09/09/2020;MY
2385;2435;09/12/2020;SG
2789;2650;05/03/2020;SG
2651;2349;25/06/2020;SG
2256;3812;20/11/2018;MY
2654;1764;16/05/2020;ID
2800;2590;03/09/2020;SG
2503;4091;25/01/2019;PH
2908;3027;08/10/2019;MY
2982;4932;20/05/2018;SZ
2892;3076;11/11/2019;MY
2256;3582;18/02/2020;MY
2470;2988;14/06/2020;SG
2055;3700;13/03/2019;MY
2736;1420;24/08/2018;ID
2329;4639;23/10/2018;SZ
2124;3996;19/04/2020;MY
2734;4748;24/05/2021;SZ
2338;2688;17/02/2020;SG
2358;4616;28/03/2019;SZ
2158;4863;04/04/2019;SZ
2414;1873;03/11/2020;ID
2942;3601;24/08/2021;MY
2373;1623;07/11/2020;ID
2141;3469;03/06/2020;MY
2716;1688;05/01/2020;ID
2037;1234;28/12/2018;ID
2255;2142;28/04/2020;SG
