shopid;total_clicks;impressions;Item_views
2659;59;198;150
2415;77;263;109
2143;87;206;133
2933;45;168;148
2302;84;176;155
2108;83;256;183
2597;31;221;117
2383;22;187;162
2030;9;185;163
2489;16;198;140
2296;67;297;157
2340;34;255;187
2839;66;209;143
2182;35;299;120
2517;59;265;192
2622;99;278;163
2937;35;234;130
2597;35;200;121
2733;44;250;148
2828;49;260;111
2233;70;230;193
2025;14;232;180
2942;8;229;191
2707;82;221;137
2409;76;292;131
2933;93;281;169
2974;36;296;102
2195;84;266;117
2431;96;290;134
2508;22;268;134
2621;15;234;122
2473;52;230;198
2823;52;275;198
2554;3;157;104
2635;45;286;169
2696;8;253;184
2722;33;248;174
2555;43;206;176
2471;22;212;110
2672;37;300;147
2752;90;267;188
2436;33;227;194
2664;3;291;135
2940;13;163;128
2136;77;224;195
2990;85;279;170
2738;96;200;161
2564;82;153;100
2693;62;175;116
2452;67;258;186
2377;79;198;193
2135;98;183;141
2292;23;174;176
2375;4;160;174
2475;90;237;179
2338;23;212;195
2674;52;299;155
2366;3;179;180
2194;27;227;150
2329;12;284;183
2450;32;278;197
2748;92;217;155
2529;78;162;133
2715;3;297;158
2050;98;283;179
2550;90;183;192
2233;59;290;191
2641;46;291;198
2326;6;261;192
2626;17;300;181
2873;64;264;130
2701;8;253;129
2268;31;287;179
2287;22;198;156
2356;17;199;181
2307;26;297;176
2856;88;244;140
2146;96;214;126
2135;6;184;169
2106;51;292;152
2370;69;293;130
2669;83;234;121
2467;57;266;142
2658;35;192;151
2832;96;186;123
2943;78;247;195
2490;16;216;130
2712;4;269;129
2227;11;160;101
2374;11;272;185
2861;82;234;128
2666;20;288;103
2204;27;261;166
2160;60;289;103
2501;94;181;141
2619;24;217;193
2149;73;264;194
2218;14;199;106
2836;20;224;143
2250;88;288;120
2942;5;199;146
2478;84;233;171
2271;31;293;131
2589;64;259;177
2098;54;247;190
2155;60;191;117
2656;17;294;152
2233;71;270;181
2268;55;199;124
2250;54;164;186
2777;50;256;171
2057;11;167;163
2947;42;286;199
2673;99;183;113
2850;76;229;200
2754;6;220;118
2135;72;233;156
2547;98;186;111
3000;48;161;122
2401;86;230;143
2217;16;200;129
2903;46;281;173
2079;89;243;125
2368;82;150;189
2805;42;206;166
2538;56;195;105
2866;61;172;154
2197;44;168;200
2191;73;275;183
2276;46;225;190
2033;48;197;146
2667;11;299;182
2305;37;250;149
2386;30;215;175
2327;7;150;129
2314;89;287;104
2480;82;215;200
2328;29;245;144
2566;78;190;126
2960;79;223;178
2072;25;195;147
2496;41;274;146
2321;63;246;135
2871;47;272;195
2238;67;211;108
2099;88;196;117
2544;63;222;137
2575;14;291;120
2778;43;248;159
2126;9;251;112
2228;22;281;142
2919;73;178;150
2687;58;186;122
2859;73;206;145
2678;24;171;161
2499;73;170;164
2233;99;261;140
2697;30;218;122
2227;15;153;101
2120;97;209;152
2779;5;174;186
2566;78;205;120
2467;21;216;142
2171;66;157;109
2439;40;211;122
2360;57;270;118
2860;93;263;134
2518;67;169;106
2561;99;299;184
2923;50;186;115
2883;4;178;196
2023;16;164;197
2100;78;174;161
2224;25;224;149
2339;67;270;188
2673;91;176;184
2098;82;229;182
2293;100;209;174
2615;45;250;147
2279;53;155;125
2136;6;260;182
2548;10;205;198
2460;79;189;123
2602;26;177;110
2310;55;174;169
2318;51;202;181
2556;46;261;179
2414;46;261;171
2599;91;203;116
2538;62;270;161
2190;72;295;193
2506;62;202;130
2156;27;289;151
2309;54;298;200
2245;10;252;138
2366;76;228;136
2505;65;173;143
2131;50;283;179
2243;100;292;104
2575;72;298;145
2008;72;281;171
2649;91;168;167
2169;71;188;177
2337;74;194;111
2195;51;202;150
2768;5;294;189
2194;74;246;132
2507;15;170;104
2876;3;186;164
2675;61;248;121
2512;95;287;176
2316;62;201;181
2254;19;278;152
2409;96;167;118
2235;66;177;166
2998;42;181;200
2232;73;208;101
2938;60;266;115
2029;28;152;118
2640;40;254;154
2403;14;152;158
2066;36;159;169
2546;61;263;191
2152;27;284;167
2720;70;230;138
2104;61;289;103
2988;99;254;146
2373;43;259;124
2605;74;223;133
2787;89;276;142
2598;89;200;185
2773;100;184;140
2827;64;158;164
2288;11;252;175
2911;34;182;196
2564;73;189;186
2960;13;190;119
2540;80;225;183
2032;39;201;108
2547;22;278;128
2278;85;173;157
2930;52;165;127
2164;6;269;103
2316;68;295;137
2324;92;291;135
2240;16;221;124
2797;7;269;168
2467;1;170;163
2783;92;171;147
2340;90;256;157
2069;30;229;191
2493;89;300;114
2125;3;273;126
2204;85;185;169
2287;49;268;156
2710;25;267;101
2426;92;187;120
2640;90;157;165
2391;66;255;138
2125;24;276;139
2554;31;218;157
2272;62;155;154
2934;37;204;194
2473;49;193;137
2892;26;259;143
2344;25;258;138
2942;62;253;161
2760;24;265;192
2765;100;242;132
2486;95;234;175
2139;68;228;107
2149;29;291;172
2980;36;254;171
2031;35;261;105
2408;90;187;121
2375;83;211;174
2666;37;291;121
2192;27;263;172
2663;47;187;103
2195;34;169;180
2932;32;173;105
2348;4;160;182
2873;66;230;100
2241;25;206;162
2598;88;257;163
2957;99;205;179
2616;30;215;132
2759;3;293;186
2378;70;295;124
2112;24;254;101
2896;51;199;195
2514;86;242;136
2465;32;295;154
2626;57;161;135
2594;35;210;169
2376;12;191;108
2376;15;239;119
2326;34;174;126
2806;77;265;166
2967;94;188;103
2217;16;181;170
2744;57;201;135
2945;95;294;139
2018;51;282;130
2053;30;244;146
2908;89;220;131
2334;42;260;137
2280;12;203;113
2595;86;177;144
2899;82;198;147
2764;67;218;148
2985;89;163;128
2644;42;279;169
2351;5;218;176
2976;59;219;192
2537;83;215;144
2537;63;263;198
2802;64;155;121
2372;74;154;102
2640;51;153;139
2439;87;270;146
2369;52;227;180
2644;66;231;126
2588;68;290;130
2854;94;218;147
2078;93;223;148
2820;63;174;200
2040;98;171;114
2746;83;218;158
2444;16;260;157
2021;68;165;123
2780;99;194;110
2815;60;196;164
2933;58;254;179
2979;90;292;166
2543;7;212;160
2296;46;239;130
2637;65;270;193
2651;34;190;142
2795;77;300;112
2862;67;258;192
2845;43;284;133
2768;34;230;189
2365;35;176;185
2343;57;281;148
2099;9;272;157
2696;66;240;182
2254;91;235;152
2562;7;161;119
2022;50;289;175
2002;47;295;104
2282;49;225;180
2344;16;236;124
2845;75;200;199
2916;21;197;154
2257;67;266;124
2576;100;176;164
2826;14;159;177
2133;44;158;169
2735;3;257;113
2041;58;161;193
2622;6;173;151
2200;53;206;173
2070;68;158;186
2886;23;294;171
2608;73;153;188
2406;12;281;115
2501;58;153;196
2019;66;194;192
2320;32;261;161
2931;47;278;137
2349;39;299;184
2709;2;157;142
2103;79;166;167
2147;71;249;198
2880;64;254;185
2023;9;209;122
2494;15;230;137
2227;97;255;120
2013;70;250;122
2365;58;151;188
2121;58;191;177
2185;59;236;118
2855;65;279;174
2821;88;224;155
2131;41;150;127
2977;21;221;162
2988;1;190;115
2776;61;238;195
2972;4;214;172
2932;87;274;110
2328;38;287;179
2096;57;225;124
2972;89;277;102
2719;35;283;171
2419;40;223;114
2071;37;194;183
2714;27;251;152
2713;89;172;197
2826;47;264;176
2674;90;178;185
2334;43;182;111
2625;89;238;136
2682;9;220;138
2707;34;172;154
2916;61;254;180
2377;15;236;166
2892;52;291;125
2562;92;175;169
2182;98;215;158
2117;66;173;117
2817;33;184;196
2592;60;156;181
2802;89;151;118
2808;36;200;174
2105;42;295;107
2710;17;237;114
2400;71;227;136
2565;38;264;158
2060;52;217;150
2296;73;251;194
2010;29;197;121
2245;86;183;161
2799;69;203;192
2196;43;271;144
2843;37;159;170
2281;38;170;162
2605;91;206;127
2120;57;219;116
2444;4;294;111
2475;21;209;105
2183;81;254;139
2423;80;205;103
2534;81;219;121
2564;22;202;171
2684;74;269;102
2031;47;191;125
2323;63;230;193
2809;85;261;142
2933;43;287;172
2753;96;229;145
2961;42;222;101
2339;64;250;169
2625;83;247;200
2692;53;269;141
2967;69;199;141
2796;5;150;153
2026;60;174;122
2155;95;192;181
2447;90;242;199
2255;90;209;183
2278;34;157;119
2327;90;248;194
2110;75;283;199
2914;46;261;138
2846;45;242;130
2839;31;256;115
2443;45;240;153
2302;52;177;178
2293;47;226;129
2679;31;267;106
2684;100;259;159
2739;26;271;120
2847;25;286;107
2165;54;286;140
2726;31;193;169
2772;57;271;103
2984;40;178;119
2042;93;195;113
2969;43;187;151
2300;23;201;157
2059;86;216;174
2774;4;216;193
2075;39;265;184
2563;78;166;142
2054;14;168;170
2333;24;198;187
2304;95;156;143
2448;95;237;121
2911;89;166;129
2618;81;250;130
2571;69;193;184
2828;94;219;164
2052;83;231;176
2877;94;265;116
2951;4;260;104
2281;87;160;151
2831;96;167;198
2539;77;170;115
2403;93;291;104
2371;23;244;196
2561;27;158;136
2818;24;194;158
2121;19;229;146
2177;44;195;143
2772;46;197;180
2069;9;253;123
2358;79;217;103
2152;80;194;133
2708;4;152;108
2781;7;271;181
2193;98;298;172
2148;91;269;153
2868;21;212;174
2881;16;165;193
2362;70;164;110
2752;51;279;187
2069;72;219;109
2215;42;237;163
2608;19;160;190
2182;73;206;165
2687;20;204;180
2916;100;164;179
2724;47;234;108
2356;55;238;175
2930;87;155;115
2524;8;260;138
2209;48;205;187
2060;85;232;128
2696;26;266;159
2141;32;246;187
2101;97;237;136
2462;51;245;165
2280;34;170;191
2694;52;247;174
2314;80;150;147
2609;81;253;123
2222;30;300;170
2500;59;237;100
2721;55;227;104
2828;79;183;138
2148;98;203;172
2567;52;258;148
2589;86;252;159
2957;50;285;193
2544;31;249;164
2651;13;204;137
2891;26;163;122
2340;89;229;156
2304;76;281;185
2074;7;186;128
2656;25;163;132
2717;11;164;120
2699;78;218;151
2805;52;300;120
2116;17;234;132
2554;99;226;108
2015;91;288;199
2687;63;174;187
2281;38;272;104
2736;23;172;133
2513;75;230;110
2582;2;272;148
2898;20;171;144
2954;44;192;180
2102;61;208;119
2675;23;182;176
2582;19;174;125
2393;75;152;177
2697;84;265;136
2721;25;179;139
2170;91;279;177
2470;94;291;102
2727;41;228;171
2182;15;173;191
2020;32;214;182
2340;37;156;199
2583;6;235;190
2108;1;165;142
2277;16;233;190
2567;82;155;155
2564;48;229;133
2749;68;184;192
2735;23;179;188
2650;56;280;190
2431;69;195;120
2335;15;289;128
2421;7;214;179
2292;51;189;156
2864;98;292;113
2636;28;198;191
2233;31;293;173
2205;96;255;112
2409;24;268;187
2759;37;163;142
2602;51;185;181
2591;96;257;150
2112;29;283;189
2444;29;281;140
2024;88;208;196
2321;36;238;105
2884;26;158;123
2226;72;282;171
2636;47;233;193
2887;56;181;183
2358;59;289;102
2996;90;190;108
2200;23;184;146
2011;89;183;164
2780;65;253;179
2655;13;163;100
2937;88;235;171
2907;15;199;146
2330;13;157;129
2010;91;176;131
2789;83;183;153
2542;38;176;149
2070;96;231;135
2867;68;172;199
2517;53;155;119
2025;14;236;183
2266;13;152;189
2274;74;271;197
2470;69;242;126
2997;6;153;114
2098;54;197;174
2337;52;157;170
2939;42;235;161
2576;37;264;131
2387;73;285;157
2439;92;199;126
2003;80;259;164
2845;47;268;136
2467;49;251;193
2593;93;159;115
2958;93;162;150
2339;44;193;178
2387;73;176;128
2949;6;300;155
2701;37;195;160
2981;18;215;149
2547;57;163;101
2847;61;215;181
2825;53;271;196
2669;39;286;141
2906;42;168;146
2837;70;231;108
2590;22;158;179
2452;100;238;131
2875;7;175;164
2352;65;151;156
2885;73;181;123
2640;13;200;173
2524;59;183;176
2868;32;234;189
2517;31;210;189
2944;24;157;125
2344;68;269;142
2160;76;217;184
2854;42;224;101
2351;36;175;139
2013;10;157;187
2646;72;175;196
2069;69;195;123
2871;89;240;193
2625;88;183;182
2631;65;289;123
2292;58;266;171
2816;6;248;113
2068;33;207;148
2318;36;263;150
2920;89;293;181
2684;67;292;134
2235;14;171;171
2196;61;166;150
2306;3;223;107
2235;68;266;107
2172;21;227;143
2824;32;296;116
2917;46;275;137
2018;94;223;103
2579;31;222;164
2258;1;162;107
2564;45;248;197
2428;17;232;196
2839;68;166;106
2529;34;208;124
2862;16;249;124
2717;42;263;174
2952;61;273;124
2667;28;237;112
2625;49;170;123
2920;60;172;103
2869;55;188;191
2742;59;256;168
2793;9;237;200
2596;90;177;173
2112;6;283;131
2586;87;293;171
2666;70;264;122
2880;86;209;134
2976;48;187;106
2107;38;182;192
2921;66;178;130
2264;33;293;126
2910;85;211;153
2443;100;228;141
2012;96;206;111
2038;73;291;152
2937;23;271;140
2914;97;185;120
2581;30;160;142
2915;32;174;183
2911;86;170;110
2275;12;250;138
2716;78;214;153
2295;100;199;118
2448;41;172;199
2917;4;297;113
2797;73;245;182
2145;34;225;142
2042;25;172;175
2188;46;296;121
2199;78;280;162
2554;11;239;152
2456;17;217;139
2291;48;260;177
2956;71;244;162
2968;30;243;191
2922;15;166;196
2436;85;175;106
2052;37;273;115
2301;6;295;156
2460;43;298;160
2209;10;270;133
2717;33;158;157
2516;63;176;139
2825;53;257;109
2459;25;239;182
2516;89;180;114
2970;66;232;147
2073;3;194;113
2000;67;270;153
2878;16;153;145
2874;30;289;111
2523;88;285;107
2361;29;284;175
2379;61;187;166
2943;5;248;137
2025;72;216;110
2657;73;296;138
2400;86;271;123
2582;94;190;116
2513;50;208;138
2274;75;295;190
2220;50;279;196
2885;52;268;162
2301;53;293;195
2991;86;232;147
2801;61;300;119
2358;9;184;131
2537;26;202;151
2986;45;268;107
2470;41;288;118
2931;59;206;192
2499;64;171;185
2114;14;268;173
2994;58;222;156
2091;17;294;106
2861;3;259;186
2446;24;245;118
2141;81;212;137
2306;85;221;149
2637;70;205;150
2449;47;243;147
2907;27;261;128
2384;50;299;164
2216;3;248;197
2749;31;255;198
2152;84;224;156
2463;21;229;140
2921;30;183;118
2708;5;276;142
2880;61;158;182
2103;21;275;124
2200;66;226;117
2907;34;150;170
2429;66;296;161
2579;68;281;168
2291;25;262;103
2320;76;209;167
2038;38;159;197
2790;35;223;140
2036;48;244;135
2298;52;165;200
2978;63;187;127
2934;1;286;127
2896;73;269;124
2914;82;287;193
2737;70;163;120
2420;87;151;178
2796;65;215;162
2754;39;248;165
2592;57;262;166
2963;80;278;166
2943;53;288;116
2740;40;154;117
2345;31;223;178
2470;20;188;179
2069;47;197;110
2108;50;217;147
2238;17;272;136
2496;73;230;157
2809;83;276;126
2817;61;176;160
2542;89;193;138
2805;60;169;157
2710;28;256;123
2672;81;179;121
2443;54;179;125
2746;78;152;190
2912;52;166;185
2238;45;166;173
2555;9;295;197
2557;95;200;117
2345;73;267;197
2756;32;224;116
2602;83;158;137
2523;6;231;137
2290;70;262;128
2658;20;217;179
2401;42;270;137
2824;89;267;130
2879;15;274;150
2327;40;268;146
2631;39;156;149
2761;91;218;105
2701;77;157;108
2822;43;253;200
2797;89;219;166
2668;15;244;119
3000;85;181;122
2840;24;175;167
2557;49;225;182
2130;84;284;152
2433;55;259;182
2721;84;244;158
2055;64;291;147
2760;21;288;159
2056;98;263;162
2725;10;238;142
2659;72;160;158
2141;17;208;192
2398;31;161;128
2803;87;295;194
2299;66;182;151
2861;22;151;170
2305;32;277;190
2311;27;182;188
2803;90;271;172
2080;100;188;152
2960;85;241;173
2260;4;201;169
2656;30;236;113
2039;31;217;187
2634;76;282;168
2541;20;157;115
2602;30;151;196
2860;48;260;142
2695;38;162;115
2154;34;286;183
2446;31;168;183
2498;87;249;160
2967;6;264;142
2732;99;288;102
2502;50;216;114
2380;26;264;132
2286;82;175;118
2330;13;210;178
2098;44;212;154
2820;29;210;119
2576;75;180;150
2837;50;201;165
2716;35;226;141
2303;35;226;148
2226;32;224;116
2316;85;231;121
2833;62;168;141
2353;20;151;133
2434;53;222;156
2613;43;164;114
2122;45;283;149
2090;25;236;100
2399;36;185;142
2283;27;276;200
2421;79;159;172
2206;55;297;191
2112;82;295;136
2004;78;245;160
2836;29;228;150
2764;88;231;180
2404;54;167;186
2375;93;239;142
2774;41;240;157
2088;25;268;150
2259;51;267;110
2466;37;186;190
2004;81;249;160
2855;63;210;180
2271;95;185;169
2644;41;154;122
2406;7;257;124
2653;13;189;156
2233;50;192;117
2772;85;229;108
2499;47;228;200
2391;96;176;141
2642;57;236;121
2412;11;259;121
2464;17;192;191
2182;72;196;159
2627;49;249;143
2788;22;244;105
2876;95;201;109
2672;96;258;125
2439;15;216;104
2078;58;215;141
2956;27;271;187
2902;88;285;150
2127;3;171;153
2687;7;189;187
2487;79;157;169
2801;49;243;192
2407;59;173;155
2479;18;256;108
2884;80;158;123
2908;24;260;155
2645;7;181;127
2849;100;201;166
2073;35;216;139
2146;71;207;100
2212;29;286;131
2196;55;172;130
2231;45;151;135
2401;38;266;119
2100;32;168;161
2258;31;255;151
2368;41;203;138
2565;27;254;185
2346;36;238;175
2102;45;168;125
2089;32;236;138
2021;43;195;190
2710;66;258;198
2869;43;219;106
2150;5;236;154
2502;19;279;154
2750;74;268;176
2243;24;215;165
2826;63;194;131
2947;13;172;170
2822;47;266;196
2569;54;202;114
2403;72;275;119
2630;5;221;142
2264;20;228;155
2642;86;216;128
2750;81;264;166
2326;45;225;186
2807;15;219;150
2540;71;290;145
2280;76;243;106
2989;34;214;134
2146;91;171;101
2477;6;294;100
2066;49;225;162
2979;29;180;192
2948;96;294;181
2834;55;153;199
2968;36;209;190
2801;37;292;126
2344;75;242;175
2084;6;195;183
2029;71;155;152
2136;41;245;145
2820;61;176;110
2446;62;183;113
2671;16;286;183
2408;38;278;125
2562;78;286;111
2798;30;286;145
2142;80;221;144
2953;44;230;131
2037;47;235;121
2950;46;240;130
2374;54;294;183
2692;21;215;139
2246;94;209;175
2766;49;214;121
2257;1;201;178
2469;64;170;105
2278;43;221;192
2535;98;298;168
2326;71;265;108
2140;83;225;174
2104;76;298;171
2999;65;232;198
2472;41;217;143
2860;75;218;163
2649;51;158;142
2907;100;246;159
2945;38;269;125
2701;46;265;152
2787;74;291;195
2694;9;169;121
2548;30;155;125
2683;33;236;177
2099;79;240;121
2339;31;188;178
2648;60;158;179
2440;39;169;199
2899;49;229;114
2286;98;189;114
2533;51;260;182
2912;80;240;176
2859;18;218;108
2565;93;248;136
2585;92;223;124
2960;23;194;144
2573;84;226;163
2228;82;236;168
2258;14;227;137
2632;13;258;123
2373;12;219;187
2309;98;258;169
2346;42;256;152
2240;58;175;181
2902;15;267;138
2364;23;289;173
2704;30;187;130
2853;93;188;196
2663;83;287;185
2213;83;282;102
2744;26;208;118
2766;72;211;146
2077;24;272;143
2173;85;253;104
2213;61;184;158
2919;17;218;155
2481;96;293;165
2307;49;237;193
2593;77;152;176
2200;90;201;136
2562;18;238;108
2455;43;233;122
2276;32;240;167
2129;66;258;190
2205;81;220;189
2544;67;227;168
2124;40;203;195
2093;16;193;158
2053;15;266;128
2754;82;246;129
2005;83;273;184
2952;68;183;194
2599;63;189;115
2346;93;251;110
2692;34;217;101
2282;14;193;171
2332;74;287;128
2807;68;264;127
2621;43;257;179
2156;65;283;107
2095;22;181;100
2289;30;211;128
2203;66;203;120
2265;27;184;117
2555;77;298;188
2617;94;293;129
2336;18;224;172
2313;8;258;182
2234;19;252;148
2678;98;273;143
2473;76;200;196
2426;38;152;174
2362;2;198;182
2538;89;246;139
2767;75;274;189
2557;37;284;171
2831;7;154;148
2347;50;268;169
2509;34;186;171
2864;87;220;151
2055;44;204;164
2987;10;208;114
2613;97;152;117
2398;92;279;165
2169;85;239;133
2293;37;179;149
2271;63;196;177
2871;3;222;190
2053;67;256;175
2620;18;159;103
2325;8;235;140
2598;42;169;144
2241;87;285;126
2739;1;291;100
2655;27;222;196
2803;11;277;185
2898;88;275;178
2484;90;286;139
2067;22;212;185
2683;75;179;178
2338;94;218;113
2519;93;299;162
2551;20;191;183
